title,alias_short,act,scene
King Richard II,Attendants,Act 1,Scene 1
King Richard II,Attendants,Act 2,Scene 1
King Richard II,Attendants,Act 3,Scene 3
King Richard II,Attendants,Act 4,Scene 1
King Richard II,Attendants,Act 5,Scene 1
King Richard II,Attendants,Act 5,Scene 6
King Richard II,AUM.,Act 1,Scene 1
King Richard II,AUM.,Act 1,Scene 3
King Richard II,AUM.,Act 1,Scene 4
King Richard II,AUM.,Act 2,Scene 1
King Richard II,AUM.,Act 2,Scene 3
King Richard II,AUM.,Act 3,Scene 1
King Richard II,AUM.,Act 3,Scene 2
King Richard II,AUM.,Act 3,Scene 3
King Richard II,AUM.,Act 4,Scene 1
King Richard II,AUM.,Act 5,Scene 2
King Richard II,AUM.,Act 5,Scene 3
King Richard II,BAGOT.,Act 1,Scene 3
King Richard II,BAGOT.,Act 1,Scene 4
King Richard II,BAGOT.,Act 2,Scene 1
King Richard II,BAGOT.,Act 2,Scene 2
King Richard II,BERK.,Act 2,Scene 3
King Richard II,BULL.,Act 1,Scene 3
King Richard II,BULL.,Act 2,Scene 3
King Richard II,BULL.,Act 3,Scene 1
King Richard II,BUSHY.,Act 1,Scene 3
King Richard II,BUSHY.,Act 1,Scene 4
King Richard II,BUSHY.,Act 2,Scene 1
King Richard II,BUSHY.,Act 2,Scene 2
King Richard II,BUSHY.,Act 3,Scene 1
King Richard II,CAP.,Act 2,Scene 4
King Richard II,CAR.,Act 3,Scene 2
King Richard II,CAR.,Act 3,Scene 3
King Richard II,CAR.,Act 4,Scene 1
King Richard II,CAR.,Act 5,Scene 6
King Richard II,DUCH.,Act 1,Scene 2
King Richard II,DUCH. YORK.,Act 5,Scene 2
King Richard II,DUCH. YORK.,Act 5,Scene 3
King Richard II,EXTON.,Act 5,Scene 4
King Richard II,EXTON.,Act 5,Scene 5
King Richard II,EXTON.,Act 5,Scene 6
King Richard II,FITZ.,Act 4,Scene 1
King Richard II,FITZ.,Act 5,Scene 6
King Richard II,GARD.,Act 3,Scene 4
King Richard II,GAUNT.,Act 1,Scene 1
King Richard II,GAUNT.,Act 1,Scene 2
King Richard II,GAUNT.,Act 1,Scene 3
King Richard II,GAUNT.,Act 2,Scene 1
King Richard II,GREEN.,Act 1,Scene 3
King Richard II,GREEN.,Act 1,Scene 4
King Richard II,GREEN.,Act 2,Scene 1
King Richard II,GREEN.,Act 2,Scene 2
King Richard II,GREEN.,Act 3,Scene 1
King Richard II,GROOM.,Act 5,Scene 5
King Richard II,Guard,Act 5,Scene 1
King Richard II,K. HEN.,Act 5,Scene 3
King Richard II,K. HEN.,Act 5,Scene 6
King Richard II,K. RICH.,Act 1,Scene 1
King Richard II,K. RICH.,Act 1,Scene 3
King Richard II,K. RICH.,Act 1,Scene 4
King Richard II,K. RICH.,Act 2,Scene 1
King Richard II,K. RICH.,Act 3,Scene 2
King Richard II,K. RICH.,Act 3,Scene 3
King Richard II,K. RICH.,Act 4,Scene 1
King Richard II,K. RICH.,Act 5,Scene 1
King Richard II,K. RICH.,Act 5,Scene 5
King Richard II,KEEP.,Act 5,Scene 5
King Richard II,Lords,Act 5,Scene 3
King Richard II,Lords,Act 5,Scene 6
King Richard II,Man,Act 5,Scene 2
King Richard II,MAR.,Act 1,Scene 3
King Richard II,MOW.,Act 1,Scene 1
King Richard II,MOW.,Act 1,Scene 3
King Richard II,Nobles,Act 1,Scene 1
King Richard II,NORTH.,Act 2,Scene 1
King Richard II,NORTH.,Act 2,Scene 3
King Richard II,NORTH.,Act 3,Scene 1
King Richard II,NORTH.,Act 3,Scene 3
King Richard II,NORTH.,Act 4,Scene 1
King Richard II,NORTH.,Act 5,Scene 1
King Richard II,NORTH.,Act 5,Scene 6
King Richard II,Officers,Act 4,Scene 1
King Richard II,PERCY.,Act 2,Scene 3
King Richard II,PERCY.,Act 3,Scene 1
King Richard II,PERCY.,Act 3,Scene 3
King Richard II,PERCY.,Act 4,Scene 1
King Richard II,PERCY.,Act 5,Scene 3
King Richard II,PERCY.,Act 5,Scene 6
King Richard II,QUEEN.,Act 2,Scene 1
King Richard II,QUEEN.,Act 2,Scene 2
King Richard II,QUEEN.,Act 3,Scene 4
King Richard II,QUEEN.,Act 5,Scene 1
King Richard II,ROSS.,Act 2,Scene 1
King Richard II,ROSS.,Act 2,Scene 3
King Richard II,ROSS.,Act 3,Scene 1
King Richard II,SAL.,Act 2,Scene 4
King Richard II,SAL.,Act 3,Scene 2
King Richard II,SAL.,Act 3,Scene 3
King Richard II,SCROOP.,Act 3,Scene 2
King Richard II,SCROOP.,Act 3,Scene 3
King Richard II,SERV.,Act 2,Scene 2
King Richard II,Servant,Act 5,Scene 2
King Richard II,Servants,Act 5,Scene 5
King Richard II,Soldiers,Act 3,Scene 2
King Richard II,SURREY.,Act 4,Scene 1
King Richard II,WILLO.,Act 2,Scene 1
King Richard II,WILLO.,Act 2,Scene 3
King Richard II,WILLO.,Act 3,Scene 1
King Richard II,YORK.,Act 2,Scene 1
King Richard II,YORK.,Act 2,Scene 2
King Richard II,YORK.,Act 2,Scene 3
King Richard II,YORK.,Act 3,Scene 1
King Richard II,YORK.,Act 3,Scene 3
King Richard II,YORK.,Act 4,Scene 1
King Richard II,YORK.,Act 5,Scene 2
King Richard II,YORK.,Act 5,Scene 3
King Richard II,YORK.,Act 5,Scene 6
Love's Labor's Lost,1. FR. LORD.,Act 2,Scene 1
Love's Labor's Lost,2. FR. LORD.,Act 2,Scene 1
Love's Labor's Lost,ARM.,Act 1,Scene 2
Love's Labor's Lost,ARM.,Act 3,Scene 1
Love's Labor's Lost,ARM.,Act 5,Scene 1
Love's Labor's Lost,ARM.,Act 5,Scene 2
Love's Labor's Lost,Attendants,Act 2,Scene 1
Love's Labor's Lost,BER.,Act 1,Scene 1
Love's Labor's Lost,BER.,Act 2,Scene 1
Love's Labor's Lost,BER.,Act 3,Scene 1
Love's Labor's Lost,BER.,Act 4,Scene 3
Love's Labor's Lost,BER.,Act 5,Scene 2
Love's Labor's Lost,BLACK.,Act 5,Scene 2
Love's Labor's Lost,BOYET.,Act 2,Scene 1
Love's Labor's Lost,BOYET.,Act 4,Scene 1
Love's Labor's Lost,BOYET.,Act 5,Scene 2
Love's Labor's Lost,COST.,Act 1,Scene 1
Love's Labor's Lost,COST.,Act 1,Scene 2
Love's Labor's Lost,COST.,Act 3,Scene 1
Love's Labor's Lost,COST.,Act 4,Scene 1
Love's Labor's Lost,COST.,Act 4,Scene 2
Love's Labor's Lost,COST.,Act 4,Scene 3
Love's Labor's Lost,COST.,Act 5,Scene 1
Love's Labor's Lost,COST.,Act 5,Scene 2
Love's Labor's Lost,DULL.,Act 1,Scene 1
Love's Labor's Lost,DULL.,Act 1,Scene 2
Love's Labor's Lost,DULL.,Act 4,Scene 2
Love's Labor's Lost,DULL.,Act 5,Scene 1
Love's Labor's Lost,DUM.,Act 1,Scene 1
Love's Labor's Lost,DUM.,Act 2,Scene 1
Love's Labor's Lost,DUM.,Act 4,Scene 3
Love's Labor's Lost,FOR.,Act 4,Scene 1
Love's Labor's Lost,HOL.,Act 4,Scene 2
Love's Labor's Lost,HOL.,Act 5,Scene 1
Love's Labor's Lost,HOL.,Act 5,Scene 2
Love's Labor's Lost,JAQ.,Act 1,Scene 2
Love's Labor's Lost,JAQ.,Act 4,Scene 2
Love's Labor's Lost,JAQ.,Act 4,Scene 3
Love's Labor's Lost,KATH.,Act 2,Scene 1
Love's Labor's Lost,KATH.,Act 4,Scene 1
Love's Labor's Lost,KATH.,Act 5,Scene 2
Love's Labor's Lost,KING.,Act 1,Scene 1
Love's Labor's Lost,KING.,Act 2,Scene 1
Love's Labor's Lost,KING.,Act 4,Scene 3
Love's Labor's Lost,KING.,Act 5,Scene 2
Love's Labor's Lost,LONG.,Act 1,Scene 1
Love's Labor's Lost,LONG.,Act 2,Scene 1
Love's Labor's Lost,LONG.,Act 4,Scene 3
Love's Labor's Lost,Lords,Act 2,Scene 1
Love's Labor's Lost,Lords,Act 4,Scene 1
Love's Labor's Lost,Lords,Act 5,Scene 2
Love's Labor's Lost,MAR.,Act 2,Scene 1
Love's Labor's Lost,MAR.,Act 4,Scene 1
Love's Labor's Lost,MAR.,Act 5,Scene 2
Love's Labor's Lost,MARC.,Act 5,Scene 2
Love's Labor's Lost,MOTH.,Act 1,Scene 2
Love's Labor's Lost,MOTH.,Act 3,Scene 1
Love's Labor's Lost,MOTH.,Act 5,Scene 1
Love's Labor's Lost,MOTH.,Act 5,Scene 2
Love's Labor's Lost,NATH.,Act 4,Scene 2
Love's Labor's Lost,NATH.,Act 5,Scene 1
Love's Labor's Lost,NATH.,Act 5,Scene 2
Love's Labor's Lost,PRIN.,Act 2,Scene 1
Love's Labor's Lost,PRIN.,Act 4,Scene 1
Love's Labor's Lost,PRIN.,Act 5,Scene 2
Love's Labor's Lost,ROS.,Act 2,Scene 1
Love's Labor's Lost,ROS.,Act 4,Scene 1
Love's Labor's Lost,ROS.,Act 5,Scene 2
Macbeth,1. APP.,Act 4,Scene 1
Macbeth,1. MUR.,Act 3,Scene 3
Macbeth,1. MUR.,Act 3,Scene 4
Macbeth,2. APP.,Act 4,Scene 1
Macbeth,2. MUR.,Act 3,Scene 3
Macbeth,3. APP.,Act 4,Scene 1
Macbeth,3. MUR.,Act 3,Scene 3
Macbeth,ALL. WITCHES,Act 1,Scene 1
Macbeth,ALL. WITCHES,Act 1,Scene 3
Macbeth,ALL. WITCHES,Act 3,Scene 5
Macbeth,ALL. WITCHES,Act 4,Scene 1
Macbeth,ANG.,Act 1,Scene 2
Macbeth,ANG.,Act 1,Scene 3
Macbeth,ANG.,Act 1,Scene 4
Macbeth,ANG.,Act 1,Scene 6
Macbeth,ANG.,Act 5,Scene 2
Macbeth,ANG.,Act 5,Scene 4
Macbeth,Attendants,Act 1,Scene 2
Macbeth,Attendants,Act 1,Scene 4
Macbeth,Attendants,Act 1,Scene 6
Macbeth,Attendants,Act 3,Scene 1
Macbeth,Attendants,Act 3,Scene 4
Macbeth,Attendants,Act 5,Scene 3
Macbeth,BAN.,Act 1,Scene 3
Macbeth,BAN.,Act 1,Scene 4
Macbeth,BAN.,Act 1,Scene 6
Macbeth,BAN.,Act 2,Scene 1
Macbeth,BAN.,Act 2,Scene 3
Macbeth,BAN.,Act 3,Scene 1
Macbeth,BAN.,Act 3,Scene 3
Macbeth,BAN.,Act 4,Scene 1
Macbeth,BOTH 1. MUR. AND 2. MUR.,Act 3,Scene 1
Macbeth,BOTH 1. MUR. AND 2. MUR.,Act 4,Scene 2
Macbeth,CATH.,Act 5,Scene 2
Macbeth,CATH.,Act 5,Scene 4
Macbeth,DOCT.,Act 4,Scene 3
Macbeth,DOCT.,Act 5,Scene 3
Macbeth,DOCT. PHYS.,Act 5,Scene 1
Macbeth,DON.,Act 1,Scene 2
Macbeth,DON.,Act 1,Scene 4
Macbeth,DON.,Act 1,Scene 6
Macbeth,DON.,Act 2,Scene 3
Macbeth,DUN.,Act 1,Scene 2
Macbeth,DUN.,Act 1,Scene 4
Macbeth,DUN.,Act 1,Scene 6
Macbeth,FLE.,Act 2,Scene 1
Macbeth,FLE.,Act 3,Scene 3
Macbeth,GENT.,Act 3,Scene 2
Macbeth,GENT.,Act 5,Scene 1
Macbeth,GHOST. BAN.,Act 3,Scene 4
Macbeth,GHOST. BAN.,Act 4,Scene 1
Macbeth,HEC.,Act 3,Scene 5
Macbeth,HEC.,Act 4,Scene 1
Macbeth,L. MACD.,Act 4,Scene 2
Macbeth,LADY MACB.,Act 1,Scene 5
Macbeth,LADY MACB.,Act 1,Scene 6
Macbeth,LADY MACB.,Act 1,Scene 7
Macbeth,LADY MACB.,Act 2,Scene 2
Macbeth,LADY MACB.,Act 2,Scene 3
Macbeth,LADY MACB.,Act 3,Scene 1
Macbeth,LADY MACB.,Act 3,Scene 2
Macbeth,LADY MACB.,Act 3,Scene 4
Macbeth,LADY MACB.,Act 5,Scene 1
Macbeth,LEN.,Act 1,Scene 2
Macbeth,LEN.,Act 1,Scene 4
Macbeth,LEN.,Act 1,Scene 6
Macbeth,LEN.,Act 2,Scene 3
Macbeth,LEN.,Act 3,Scene 1
Macbeth,LEN.,Act 3,Scene 4
Macbeth,LEN.,Act 3,Scene 6
Macbeth,LEN.,Act 4,Scene 1
Macbeth,LEN.,Act 5,Scene 2
Macbeth,LEN.,Act 5,Scene 4
Macbeth,LORD.,Act 3,Scene 4
Macbeth,LORD.,Act 3,Scene 6
Macbeth,Lords,Act 3,Scene 1
Macbeth,MACB.,Act 1,Scene 3
Macbeth,MACB.,Act 1,Scene 4
Macbeth,MACB.,Act 1,Scene 5
Macbeth,MACB.,Act 1,Scene 7
Macbeth,MACB.,Act 2,Scene 1
Macbeth,MACB.,Act 2,Scene 2
Macbeth,MACB.,Act 2,Scene 3
Macbeth,MACB.,Act 3,Scene 1
Macbeth,MACB.,Act 3,Scene 2
Macbeth,MACB.,Act 3,Scene 4
Macbeth,MACB.,Act 4,Scene 1
Macbeth,MACB.,Act 5,Scene 3
Macbeth,MACB.,Act 5,Scene 5
Macbeth,MACB.,Act 5,Scene 7
Macbeth,MACB.,Act 5,Scene 8
Macbeth,MACB. MESS.,Act 1,Scene 5
Macbeth,MACB. MESS.,Act 5,Scene 5
Macbeth,MACD.,Act 1,Scene 6
Macbeth,MACD.,Act 2,Scene 3
Macbeth,MACD.,Act 2,Scene 4
Macbeth,MACD.,Act 4,Scene 3
Macbeth,MACD.,Act 5,Scene 4
Macbeth,MACD.,Act 5,Scene 6
Macbeth,MACD.,Act 5,Scene 7
Macbeth,MACD.,Act 5,Scene 8
Macbeth,MACD.,Act 5,Scene 9
Macbeth,MAL.,Act 1,Scene 2
Macbeth,MAL.,Act 1,Scene 4
Macbeth,MAL.,Act 1,Scene 6
Macbeth,MAL.,Act 2,Scene 3
Macbeth,MAL.,Act 4,Scene 3
Macbeth,MAL.,Act 5,Scene 4
Macbeth,MAL.,Act 5,Scene 6
Macbeth,MAL.,Act 5,Scene 7
Macbeth,MAL.,Act 5,Scene 9
Macbeth,MENT.,Act 5,Scene 2
Macbeth,MENT.,Act 5,Scene 4
Macbeth,MESS.,Act 4,Scene 2
Macbeth,OLD MAN.,Act 2,Scene 4
Macbeth,PORT.,Act 2,Scene 3
Macbeth,ROSSE.,Act 1,Scene 2
Macbeth,ROSSE.,Act 1,Scene 3
Macbeth,ROSSE.,Act 1,Scene 4
Macbeth,ROSSE.,Act 1,Scene 6
Macbeth,ROSSE.,Act 2,Scene 3
Macbeth,ROSSE.,Act 2,Scene 4
Macbeth,ROSSE.,Act 3,Scene 1
Macbeth,ROSSE.,Act 3,Scene 4
Macbeth,ROSSE.,Act 4,Scene 2
Macbeth,ROSSE.,Act 4,Scene 3
Macbeth,ROSSE.,Act 5,Scene 4
Macbeth,ROSSE.,Act 5,Scene 9
Macbeth,SERG.,Act 1,Scene 2
Macbeth,SERV.,Act 2,Scene 1
Macbeth,SERV.,Act 3,Scene 1
Macbeth,SERV.,Act 5,Scene 3
Macbeth,Servants,Act 1,Scene 7
Macbeth,SEW.,Act 1,Scene 7
Macbeth,SEY.,Act 5,Scene 3
Macbeth,SEY.,Act 5,Scene 5
Macbeth,SIW.,Act 5,Scene 4
Macbeth,SIW.,Act 5,Scene 6
Macbeth,SIW.,Act 5,Scene 7
Macbeth,SIW.,Act 5,Scene 9
Macbeth,SOLDIERS.,Act 5,Scene 2
Macbeth,SOLDIERS.,Act 5,Scene 4
Macbeth,SOLDIERS.,Act 5,Scene 5
Macbeth,SOLDIERS.,Act 5,Scene 9
Macbeth,SON.,Act 4,Scene 2
Macbeth,Thanes,Act 5,Scene 9
Macbeth,Y. SIW.,Act 5,Scene 4
Macbeth,Y. SIW.,Act 5,Scene 7
Measure for Measure,1. GENT.,Act 1,Scene 2
Measure for Measure,2. GENT.,Act 1,Scene 2
Measure for Measure,ABHOR.,Act 4,Scene 2
Measure for Measure,ABHOR.,Act 4,Scene 3
Measure for Measure,ANG.,Act 1,Scene 1
Measure for Measure,ANG.,Act 2,Scene 1
Measure for Measure,ANG.,Act 2,Scene 2
Measure for Measure,ANG.,Act 2,Scene 4
Measure for Measure,ANG.,Act 4,Scene 4
Measure for Measure,ANG.,Act 5,Scene 1
Measure for Measure,ATT.,Act 1,Scene 1
Measure for Measure,BAR.,Act 4,Scene 3
Measure for Measure,BAR.,Act 5,Scene 1
Measure for Measure,BOY.,Act 4,Scene 1
Measure for Measure,Citizens,Act 5,Scene 1
Measure for Measure,CLAUD.,Act 1,Scene 2
Measure for Measure,CLAUD.,Act 3,Scene 1
Measure for Measure,CLAUD.,Act 4,Scene 2
Measure for Measure,CLAUD.,Act 5,Scene 1
Measure for Measure,DUKE.,Act 1,Scene 1
Measure for Measure,DUKE.,Act 1,Scene 3
Measure for Measure,DUKE.,Act 2,Scene 3
Measure for Measure,DUKE.,Act 3,Scene 1
Measure for Measure,DUKE.,Act 3,Scene 2
Measure for Measure,DUKE.,Act 4,Scene 1
Measure for Measure,DUKE.,Act 4,Scene 2
Measure for Measure,DUKE.,Act 4,Scene 3
Measure for Measure,DUKE.,Act 4,Scene 5
Measure for Measure,DUKE.,Act 5,Scene 1
Measure for Measure,ELB.,Act 2,Scene 1
Measure for Measure,ELB.,Act 3,Scene 2
Measure for Measure,ESCAL.,Act 1,Scene 1
Measure for Measure,ESCAL.,Act 2,Scene 1
Measure for Measure,ESCAL.,Act 3,Scene 2
Measure for Measure,ESCAL.,Act 4,Scene 4
Measure for Measure,ESCAL.,Act 5,Scene 1
Measure for Measure,FRAN.,Act 1,Scene 4
Measure for Measure,FRI. PET.,Act 1,Scene 3
Measure for Measure,FRI. PET.,Act 4,Scene 5
Measure for Measure,FRI. PET.,Act 4,Scene 6
Measure for Measure,FRI. PET.,Act 5,Scene 1
Measure for Measure,FROTH.,Act 2,Scene 1
Measure for Measure,ISAB.,Act 1,Scene 4
Measure for Measure,ISAB.,Act 2,Scene 2
Measure for Measure,ISAB.,Act 2,Scene 4
Measure for Measure,ISAB.,Act 3,Scene 1
Measure for Measure,ISAB.,Act 4,Scene 1
Measure for Measure,ISAB.,Act 4,Scene 3
Measure for Measure,ISAB.,Act 4,Scene 6
Measure for Measure,ISAB.,Act 5,Scene 1
Measure for Measure,JUL.,Act 1,Scene 2
Measure for Measure,JUL.,Act 2,Scene 3
Measure for Measure,JUL.,Act 5,Scene 1
Measure for Measure,JUST.,Act 2,Scene 1
Measure for Measure,Lords,Act 1,Scene 1
Measure for Measure,Lords,Act 5,Scene 1
Measure for Measure,LUCIO.,Act 1,Scene 2
Measure for Measure,LUCIO.,Act 1,Scene 4
Measure for Measure,LUCIO.,Act 2,Scene 2
Measure for Measure,LUCIO.,Act 3,Scene 2
Measure for Measure,LUCIO.,Act 4,Scene 3
Measure for Measure,LUCIO.,Act 5,Scene 1
Measure for Measure,MARI.,Act 4,Scene 1
Measure for Measure,MARI.,Act 4,Scene 6
Measure for Measure,MARI.,Act 5,Scene 1
Measure for Measure,MESS.,Act 4,Scene 2
Measure for Measure,MRS. OV.,Act 1,Scene 2
Measure for Measure,MRS. OV.,Act 3,Scene 2
Measure for Measure,Officers,Act 1,Scene 2
Measure for Measure,Officers,Act 2,Scene 1
Measure for Measure,Officers,Act 3,Scene 2
Measure for Measure,Officers,Act 5,Scene 1
Measure for Measure,POM.,Act 1,Scene 2
Measure for Measure,POM.,Act 2,Scene 1
Measure for Measure,POM.,Act 3,Scene 2
Measure for Measure,POM.,Act 4,Scene 2
Measure for Measure,POM.,Act 4,Scene 3
Measure for Measure,PROV.,Act 1,Scene 2
Measure for Measure,PROV.,Act 2,Scene 1
Measure for Measure,PROV.,Act 2,Scene 2
Measure for Measure,PROV.,Act 2,Scene 3
Measure for Measure,PROV.,Act 3,Scene 1
Measure for Measure,PROV.,Act 3,Scene 2
Measure for Measure,PROV.,Act 4,Scene 2
Measure for Measure,PROV.,Act 4,Scene 3
Measure for Measure,PROV.,Act 5,Scene 1
Measure for Measure,SERV.,Act 2,Scene 2
Measure for Measure,SERV.,Act 2,Scene 4
Measure for Measure,Servants,Act 2,Scene 1
Measure for Measure,VARR.,Act 4,Scene 5
Measure for Measure,VARR.,Act 5,Scene 1
Merchant of Venice,ANT.,Act 1,Scene 1
Merchant of Venice,ANT.,Act 1,Scene 3
Merchant of Venice,ANT.,Act 2,Scene 6
Merchant of Venice,ANT.,Act 3,Scene 3
Merchant of Venice,ANT.,Act 4,Scene 1
Merchant of Venice,ANT.,Act 5,Scene 1
Merchant of Venice,ANT. SERV.,Act 3,Scene 1
Merchant of Venice,AR.,Act 2,Scene 9
Merchant of Venice,BALTH.,Act 3,Scene 4
Merchant of Venice,BASS.,Act 1,Scene 1
Merchant of Venice,BASS.,Act 1,Scene 3
Merchant of Venice,BASS.,Act 2,Scene 2
Merchant of Venice,BASS.,Act 3,Scene 2
Merchant of Venice,BASS.,Act 4,Scene 1
Merchant of Venice,BASS.,Act 5,Scene 1
Merchant of Venice,DUKE.,Act 4,Scene 1
Merchant of Venice,Followers,Act 2,Scene 1
Merchant of Venice,Followers,Act 2,Scene 2
Merchant of Venice,Followers,Act 5,Scene 1
Merchant of Venice,GOB.,Act 2,Scene 2
Merchant of Venice,GRA.,Act 1,Scene 1
Merchant of Venice,GRA.,Act 2,Scene 2
Merchant of Venice,GRA.,Act 2,Scene 4
Merchant of Venice,GRA.,Act 2,Scene 6
Merchant of Venice,GRA.,Act 3,Scene 2
Merchant of Venice,GRA.,Act 4,Scene 1
Merchant of Venice,GRA.,Act 4,Scene 2
Merchant of Venice,GRA.,Act 5,Scene 1
Merchant of Venice,JAIL.,Act 3,Scene 3
Merchant of Venice,JES.,Act 2,Scene 3
Merchant of Venice,JES.,Act 2,Scene 5
Merchant of Venice,JES.,Act 2,Scene 6
Merchant of Venice,JES.,Act 3,Scene 2
Merchant of Venice,JES.,Act 3,Scene 4
Merchant of Venice,JES.,Act 3,Scene 5
Merchant of Venice,JES.,Act 5,Scene 1
Merchant of Venice,LAUN.,Act 2,Scene 2
Merchant of Venice,LAUN.,Act 2,Scene 3
Merchant of Venice,LAUN.,Act 2,Scene 4
Merchant of Venice,LAUN.,Act 2,Scene 5
Merchant of Venice,LAUN.,Act 3,Scene 5
Merchant of Venice,LAUN.,Act 5,Scene 1
Merchant of Venice,LEON.,Act 2,Scene 2
Merchant of Venice,LOR.,Act 1,Scene 1
Merchant of Venice,LOR.,Act 2,Scene 4
Merchant of Venice,LOR.,Act 2,Scene 6
Merchant of Venice,LOR.,Act 3,Scene 2
Merchant of Venice,LOR.,Act 3,Scene 4
Merchant of Venice,LOR.,Act 3,Scene 5
Merchant of Venice,LOR.,Act 5,Scene 1
Merchant of Venice,Magnificoes,Act 4,Scene 1
Merchant of Venice,MOR.,Act 2,Scene 1
Merchant of Venice,MOR.,Act 2,Scene 7
Merchant of Venice,Musicians,Act 5,Scene 1
Merchant of Venice,NER.,Act 1,Scene 2
Merchant of Venice,NER.,Act 2,Scene 1
Merchant of Venice,NER.,Act 2,Scene 9
Merchant of Venice,NER.,Act 3,Scene 2
Merchant of Venice,NER.,Act 3,Scene 4
Merchant of Venice,NER.,Act 4,Scene 1
Merchant of Venice,NER.,Act 4,Scene 2
Merchant of Venice,NER.,Act 5,Scene 1
Merchant of Venice,POR.,Act 1,Scene 2
Merchant of Venice,POR.,Act 2,Scene 1
Merchant of Venice,POR.,Act 2,Scene 7
Merchant of Venice,POR.,Act 2,Scene 9
Merchant of Venice,POR.,Act 3,Scene 2
Merchant of Venice,POR.,Act 3,Scene 4
Merchant of Venice,POR.,Act 4,Scene 1
Merchant of Venice,POR.,Act 4,Scene 2
Merchant of Venice,POR.,Act 5,Scene 1
Merchant of Venice,SAL.,Act 1,Scene 1
Merchant of Venice,SAL.,Act 2,Scene 4
Merchant of Venice,SAL.,Act 2,Scene 6
Merchant of Venice,SAL.,Act 2,Scene 8
Merchant of Venice,SAL.,Act 3,Scene 1
Merchant of Venice,SAL.,Act 3,Scene 2
Merchant of Venice,SAL.,Act 4,Scene 1
Merchant of Venice,SERV.,Act 1,Scene 2
Merchant of Venice,Servitor,Act 2,Scene 9
Merchant of Venice,SHY.,Act 1,Scene 3
Merchant of Venice,SHY.,Act 2,Scene 5
Merchant of Venice,SHY.,Act 3,Scene 1
Merchant of Venice,SHY.,Act 3,Scene 3
Merchant of Venice,SHY.,Act 4,Scene 1
Merchant of Venice,SOL.,Act 1,Scene 1
Merchant of Venice,SOL.,Act 2,Scene 4
Merchant of Venice,SOL.,Act 2,Scene 8
Merchant of Venice,SOL.,Act 3,Scene 1
Merchant of Venice,SOL.,Act 3,Scene 3
Merchant of Venice,STEPH.,Act 2,Scene 9
Merchant of Venice,STEPH.,Act 5,Scene 1
Merchant of Venice,TUB.,Act 3,Scene 1
Merry Wives of Windsor,1. SERV.,Act 3,Scene 3
Merry Wives of Windsor,1. SERV.,Act 4,Scene 2
Merry Wives of Windsor,2. SERV.,Act 3,Scene 3
Merry Wives of Windsor,2. SERV.,Act 4,Scene 2
Merry Wives of Windsor,ANNE.,Act 1,Scene 1
Merry Wives of Windsor,ANNE.,Act 3,Scene 4
Merry Wives of Windsor,ANNE.,Act 5,Scene 5
Merry Wives of Windsor,BARD.,Act 1,Scene 1
Merry Wives of Windsor,BARD.,Act 1,Scene 3
Merry Wives of Windsor,BARD.,Act 2,Scene 2
Merry Wives of Windsor,BARD.,Act 3,Scene 5
Merry Wives of Windsor,BARD.,Act 4,Scene 3
Merry Wives of Windsor,BARD.,Act 4,Scene 5
Merry Wives of Windsor,BOY,Act 5,Scene 4
Merry Wives of Windsor,BOY,Act 5,Scene 5
Merry Wives of Windsor,CAIUS.,Act 1,Scene 4
Merry Wives of Windsor,CAIUS.,Act 2,Scene 3
Merry Wives of Windsor,CAIUS.,Act 3,Scene 1
Merry Wives of Windsor,CAIUS.,Act 3,Scene 2
Merry Wives of Windsor,CAIUS.,Act 3,Scene 3
Merry Wives of Windsor,CAIUS.,Act 4,Scene 2
Merry Wives of Windsor,CAIUS.,Act 4,Scene 5
Merry Wives of Windsor,CAIUS.,Act 5,Scene 3
Merry Wives of Windsor,CAIUS.,Act 5,Scene 5
Merry Wives of Windsor,CHILD. WIND.,Act 5,Scene 4
Merry Wives of Windsor,CHILD. WIND.,Act 5,Scene 5
Merry Wives of Windsor,EVANS.,Act 1,Scene 1
Merry Wives of Windsor,EVANS.,Act 1,Scene 2
Merry Wives of Windsor,EVANS.,Act 3,Scene 1
Merry Wives of Windsor,EVANS.,Act 3,Scene 2
Merry Wives of Windsor,EVANS.,Act 3,Scene 3
Merry Wives of Windsor,EVANS.,Act 4,Scene 1
Merry Wives of Windsor,EVANS.,Act 4,Scene 2
Merry Wives of Windsor,EVANS.,Act 4,Scene 4
Merry Wives of Windsor,EVANS.,Act 4,Scene 5
Merry Wives of Windsor,EVANS.,Act 5,Scene 4
Merry Wives of Windsor,EVANS.,Act 5,Scene 5
Merry Wives of Windsor,FAL.,Act 1,Scene 1
Merry Wives of Windsor,FAL.,Act 1,Scene 3
Merry Wives of Windsor,FAL.,Act 2,Scene 2
Merry Wives of Windsor,FAL.,Act 3,Scene 3
Merry Wives of Windsor,FAL.,Act 3,Scene 5
Merry Wives of Windsor,FAL.,Act 4,Scene 2
Merry Wives of Windsor,FAL.,Act 4,Scene 5
Merry Wives of Windsor,FAL.,Act 5,Scene 1
Merry Wives of Windsor,FAL.,Act 5,Scene 5
Merry Wives of Windsor,FENT.,Act 1,Scene 4
Merry Wives of Windsor,FENT.,Act 3,Scene 4
Merry Wives of Windsor,FENT.,Act 4,Scene 6
Merry Wives of Windsor,FENT.,Act 5,Scene 5
Merry Wives of Windsor,FORD.,Act 2,Scene 1
