title,alias_short,act,scene
Merry Wives of Windsor,FORD.,Act 2,Scene 2
Merry Wives of Windsor,FORD.,Act 3,Scene 2
Merry Wives of Windsor,FORD.,Act 3,Scene 3
Merry Wives of Windsor,FORD.,Act 3,Scene 5
Merry Wives of Windsor,FORD.,Act 4,Scene 2
Merry Wives of Windsor,FORD.,Act 4,Scene 4
Merry Wives of Windsor,FORD.,Act 5,Scene 1
Merry Wives of Windsor,FORD.,Act 5,Scene 5
Merry Wives of Windsor,HOST.,Act 1,Scene 3
Merry Wives of Windsor,HOST.,Act 2,Scene 1
Merry Wives of Windsor,HOST.,Act 2,Scene 3
Merry Wives of Windsor,HOST.,Act 3,Scene 1
Merry Wives of Windsor,HOST.,Act 3,Scene 2
Merry Wives of Windsor,HOST.,Act 4,Scene 3
Merry Wives of Windsor,HOST.,Act 4,Scene 5
Merry Wives of Windsor,HOST.,Act 4,Scene 6
Merry Wives of Windsor,MRS. FORD.,Act 1,Scene 1
Merry Wives of Windsor,MRS. FORD.,Act 2,Scene 1
Merry Wives of Windsor,MRS. FORD.,Act 3,Scene 3
Merry Wives of Windsor,MRS. FORD.,Act 4,Scene 2
Merry Wives of Windsor,MRS. FORD.,Act 4,Scene 4
Merry Wives of Windsor,MRS. FORD.,Act 5,Scene 3
Merry Wives of Windsor,MRS. FORD.,Act 5,Scene 5
Merry Wives of Windsor,MRS. PAGE.,Act 1,Scene 1
Merry Wives of Windsor,MRS. PAGE.,Act 2,Scene 1
Merry Wives of Windsor,MRS. PAGE.,Act 3,Scene 2
Merry Wives of Windsor,MRS. PAGE.,Act 3,Scene 3
Merry Wives of Windsor,MRS. PAGE.,Act 4,Scene 1
Merry Wives of Windsor,MRS. PAGE.,Act 4,Scene 2
Merry Wives of Windsor,MRS. PAGE.,Act 4,Scene 4
Merry Wives of Windsor,MRS. PAGE.,Act 5,Scene 3
Merry Wives of Windsor,MRS. PAGE.,Act 5,Scene 5
Merry Wives of Windsor,NYM.,Act 1,Scene 1
Merry Wives of Windsor,NYM.,Act 1,Scene 3
Merry Wives of Windsor,NYM.,Act 2,Scene 1
Merry Wives of Windsor,PAGE.,Act 1,Scene 1
Merry Wives of Windsor,PAGE.,Act 2,Scene 1
Merry Wives of Windsor,PAGE.,Act 2,Scene 3
Merry Wives of Windsor,PAGE.,Act 3,Scene 1
Merry Wives of Windsor,PAGE.,Act 3,Scene 2
Merry Wives of Windsor,PAGE.,Act 3,Scene 3
Merry Wives of Windsor,PAGE.,Act 3,Scene 4
Merry Wives of Windsor,PAGE.,Act 4,Scene 2
Merry Wives of Windsor,PAGE.,Act 4,Scene 4
Merry Wives of Windsor,PAGE.,Act 5,Scene 2
Merry Wives of Windsor,PAGE.,Act 5,Scene 5
Merry Wives of Windsor,PIST.,Act 1,Scene 1
Merry Wives of Windsor,PIST.,Act 1,Scene 3
Merry Wives of Windsor,PIST.,Act 2,Scene 1
Merry Wives of Windsor,PIST.,Act 2,Scene 2
Merry Wives of Windsor,PIST.,Act 5,Scene 5
Merry Wives of Windsor,POST. BOY,Act 5,Scene 4
Merry Wives of Windsor,POST. BOY,Act 5,Scene 5
Merry Wives of Windsor,QUICK.,Act 1,Scene 4
Merry Wives of Windsor,QUICK.,Act 2,Scene 1
Merry Wives of Windsor,QUICK.,Act 2,Scene 2
Merry Wives of Windsor,QUICK.,Act 3,Scene 4
Merry Wives of Windsor,QUICK.,Act 3,Scene 5
Merry Wives of Windsor,QUICK.,Act 4,Scene 1
Merry Wives of Windsor,QUICK.,Act 4,Scene 5
Merry Wives of Windsor,QUICK.,Act 5,Scene 1
Merry Wives of Windsor,QUICK.,Act 5,Scene 5
Merry Wives of Windsor,ROB.,Act 1,Scene 3
Merry Wives of Windsor,ROB.,Act 2,Scene 2
Merry Wives of Windsor,ROB.,Act 3,Scene 2
Merry Wives of Windsor,ROB.,Act 3,Scene 3
Merry Wives of Windsor,RUG.,Act 1,Scene 4
Merry Wives of Windsor,RUG.,Act 2,Scene 3
Merry Wives of Windsor,RUG.,Act 3,Scene 1
Merry Wives of Windsor,RUG.,Act 3,Scene 2
Merry Wives of Windsor,SHAL.,Act 1,Scene 1
Merry Wives of Windsor,SHAL.,Act 2,Scene 1
Merry Wives of Windsor,SHAL.,Act 2,Scene 3
Merry Wives of Windsor,SHAL.,Act 3,Scene 1
Merry Wives of Windsor,SHAL.,Act 3,Scene 2
Merry Wives of Windsor,SHAL.,Act 3,Scene 4
Merry Wives of Windsor,SHAL.,Act 4,Scene 2
Merry Wives of Windsor,SHAL.,Act 5,Scene 2
Merry Wives of Windsor,SIM.,Act 1,Scene 1
Merry Wives of Windsor,SIM.,Act 1,Scene 2
Merry Wives of Windsor,SIM.,Act 1,Scene 4
Merry Wives of Windsor,SIM.,Act 3,Scene 1
Merry Wives of Windsor,SIM.,Act 4,Scene 5
Merry Wives of Windsor,SLEN.,Act 1,Scene 1
Merry Wives of Windsor,SLEN.,Act 2,Scene 3
Merry Wives of Windsor,SLEN.,Act 3,Scene 1
Merry Wives of Windsor,SLEN.,Act 3,Scene 2
Merry Wives of Windsor,SLEN.,Act 3,Scene 4
Merry Wives of Windsor,SLEN.,Act 5,Scene 2
Merry Wives of Windsor,SLEN.,Act 5,Scene 5
Merry Wives of Windsor,WILL.,Act 4,Scene 1
Midsummer Night's Dream,ALL. FAIRIES.,Act 2,Scene 2
Midsummer Night's Dream,Attendants,Act 4,Scene 1
Midsummer Night's Dream,Attendants,Act 5,Scene 1
Midsummer Night's Dream,BOT.,Act 1,Scene 2
Midsummer Night's Dream,BOT.,Act 3,Scene 1
Midsummer Night's Dream,BOT.,Act 4,Scene 1
Midsummer Night's Dream,BOT.,Act 4,Scene 2
Midsummer Night's Dream,COB.,Act 3,Scene 1
Midsummer Night's Dream,COB.,Act 4,Scene 1
Midsummer Night's Dream,DEM.,Act 1,Scene 1
Midsummer Night's Dream,DEM.,Act 2,Scene 1
Midsummer Night's Dream,DEM.,Act 2,Scene 2
Midsummer Night's Dream,DEM.,Act 3,Scene 2
Midsummer Night's Dream,DEM.,Act 5,Scene 1
Midsummer Night's Dream,EGE.,Act 1,Scene 1
Midsummer Night's Dream,EGE.,Act 4,Scene 1
Midsummer Night's Dream,FAIRY.,Act 2,Scene 1
Midsummer Night's Dream,FLU.,Act 1,Scene 2
Midsummer Night's Dream,FLU.,Act 3,Scene 1
Midsummer Night's Dream,FLU.,Act 4,Scene 2
Midsummer Night's Dream,HEL.,Act 1,Scene 1
Midsummer Night's Dream,HEL.,Act 2,Scene 1
Midsummer Night's Dream,HEL.,Act 2,Scene 2
Midsummer Night's Dream,HEL.,Act 3,Scene 2
Midsummer Night's Dream,HEL.,Act 5,Scene 1
Midsummer Night's Dream,HER.,Act 1,Scene 1
Midsummer Night's Dream,HER.,Act 2,Scene 2
Midsummer Night's Dream,HER.,Act 3,Scene 2
Midsummer Night's Dream,HER.,Act 5,Scene 1
Midsummer Night's Dream,HIP.,Act 1,Scene 1
Midsummer Night's Dream,HIP.,Act 4,Scene 1
Midsummer Night's Dream,HIP.,Act 5,Scene 1
Midsummer Night's Dream,LION.,Act 5,Scene 1
Midsummer Night's Dream,Lords,Act 5,Scene 1
Midsummer Night's Dream,LYS.,Act 1,Scene 1
Midsummer Night's Dream,LYS.,Act 2,Scene 2
Midsummer Night's Dream,LYS.,Act 3,Scene 2
Midsummer Night's Dream,LYS.,Act 5,Scene 1
Midsummer Night's Dream,MOON.,Act 5,Scene 1
Midsummer Night's Dream,MOTH.,Act 3,Scene 1
Midsummer Night's Dream,MOTH.,Act 4,Scene 1
Midsummer Night's Dream,MUS.,Act 3,Scene 1
Midsummer Night's Dream,MUS.,Act 4,Scene 1
Midsummer Night's Dream,OBE.,Act 2,Scene 1
Midsummer Night's Dream,OBE.,Act 2,Scene 2
Midsummer Night's Dream,OBE.,Act 3,Scene 2
Midsummer Night's Dream,OBE.,Act 4,Scene 1
Midsummer Night's Dream,OBE.,Act 5,Scene 1
Midsummer Night's Dream,PEAS.,Act 3,Scene 1
Midsummer Night's Dream,PEAS.,Act 4,Scene 1
Midsummer Night's Dream,PHIL.,Act 1,Scene 1
Midsummer Night's Dream,PHIL.,Act 5,Scene 1
Midsummer Night's Dream,PUCK.,Act 2,Scene 1
Midsummer Night's Dream,PUCK.,Act 2,Scene 2
Midsummer Night's Dream,PUCK.,Act 3,Scene 1
Midsummer Night's Dream,PUCK.,Act 3,Scene 2
Midsummer Night's Dream,PUCK.,Act 4,Scene 1
Midsummer Night's Dream,PUCK.,Act 5,Scene 1
Midsummer Night's Dream,PYR.,Act 5,Scene 1
Midsummer Night's Dream,QUIN.,Act 1,Scene 2
Midsummer Night's Dream,QUIN.,Act 3,Scene 1
Midsummer Night's Dream,QUIN.,Act 4,Scene 2
Midsummer Night's Dream,QUIN.,Act 5,Scene 1
Midsummer Night's Dream,SNOUT.,Act 1,Scene 2
Midsummer Night's Dream,SNOUT.,Act 3,Scene 1
Midsummer Night's Dream,SNOUT.,Act 4,Scene 2
Midsummer Night's Dream,SNUG.,Act 1,Scene 2
Midsummer Night's Dream,SNUG.,Act 3,Scene 1
Midsummer Night's Dream,SNUG.,Act 4,Scene 2
Midsummer Night's Dream,STAR.,Act 1,Scene 2
Midsummer Night's Dream,STAR.,Act 3,Scene 1
Midsummer Night's Dream,STAR.,Act 4,Scene 2
Midsummer Night's Dream,THE.,Act 1,Scene 1
Midsummer Night's Dream,THE.,Act 4,Scene 1
Midsummer Night's Dream,THE.,Act 5,Scene 1
Midsummer Night's Dream,THIS.,Act 5,Scene 1
Midsummer Night's Dream,TITA.,Act 2,Scene 1
Midsummer Night's Dream,TITA.,Act 2,Scene 2
Midsummer Night's Dream,TITA.,Act 4,Scene 1
Midsummer Night's Dream,TITA.,Act 5,Scene 1
Much Ado About Nothing,A LORD.,Act 5,Scene 3
Much Ado About Nothing,ANT.,Act 1,Scene 2
Much Ado About Nothing,ANT.,Act 2,Scene 1
Much Ado About Nothing,ANT.,Act 5,Scene 1
Much Ado About Nothing,ANT.,Act 5,Scene 4
Much Ado About Nothing,Attendants,Act 4,Scene 1
Much Ado About Nothing,BALTH.,Act 1,Scene 1
Much Ado About Nothing,BALTH.,Act 2,Scene 3
Much Ado About Nothing,BALTH.,Act 5,Scene 3
Much Ado About Nothing,BEAT.,Act 1,Scene 1
Much Ado About Nothing,BEAT.,Act 2,Scene 1
Much Ado About Nothing,BEAT.,Act 2,Scene 3
Much Ado About Nothing,BEAT.,Act 3,Scene 1
Much Ado About Nothing,BEAT.,Act 3,Scene 4
Much Ado About Nothing,BEAT.,Act 4,Scene 1
Much Ado About Nothing,BEAT.,Act 5,Scene 2
Much Ado About Nothing,BEAT.,Act 5,Scene 4
Much Ado About Nothing,BENE.,Act 1,Scene 1
Much Ado About Nothing,BENE.,Act 2,Scene 1
Much Ado About Nothing,BENE.,Act 2,Scene 3
Much Ado About Nothing,BENE.,Act 3,Scene 2
Much Ado About Nothing,BENE.,Act 4,Scene 1
Much Ado About Nothing,BENE.,Act 5,Scene 1
Much Ado About Nothing,BENE.,Act 5,Scene 2
Much Ado About Nothing,BENE.,Act 5,Scene 4
Much Ado About Nothing,BORA.,Act 1,Scene 3
Much Ado About Nothing,BORA.,Act 2,Scene 1
Much Ado About Nothing,BORA.,Act 2,Scene 2
Much Ado About Nothing,BORA.,Act 3,Scene 3
Much Ado About Nothing,BORA.,Act 4,Scene 2
Much Ado About Nothing,BORA.,Act 5,Scene 1
Much Ado About Nothing,BOY.,Act 2,Scene 3
Much Ado About Nothing,CLAUD.,Act 1,Scene 1
Much Ado About Nothing,CLAUD.,Act 2,Scene 1
Much Ado About Nothing,CLAUD.,Act 2,Scene 3
Much Ado About Nothing,CLAUD.,Act 3,Scene 2
Much Ado About Nothing,CLAUD.,Act 4,Scene 1
Much Ado About Nothing,CLAUD.,Act 5,Scene 1
Much Ado About Nothing,CLAUD.,Act 5,Scene 3
Much Ado About Nothing,CLAUD.,Act 5,Scene 4
Much Ado About Nothing,CON.,Act 1,Scene 3
Much Ado About Nothing,CON.,Act 3,Scene 3
Much Ado About Nothing,CON.,Act 4,Scene 2
Much Ado About Nothing,CON.,Act 5,Scene 1
Much Ado About Nothing,D. JOHN.,Act 1,Scene 1
Much Ado About Nothing,D. JOHN.,Act 1,Scene 3
Much Ado About Nothing,D. JOHN.,Act 2,Scene 1
Much Ado About Nothing,D. JOHN.,Act 2,Scene 2
Much Ado About Nothing,D. JOHN.,Act 3,Scene 2
Much Ado About Nothing,D. JOHN.,Act 4,Scene 1
Much Ado About Nothing,D. PEDRO.,Act 1,Scene 1
Much Ado About Nothing,D. PEDRO.,Act 2,Scene 1
Much Ado About Nothing,D. PEDRO.,Act 2,Scene 3
Much Ado About Nothing,D. PEDRO.,Act 3,Scene 2
Much Ado About Nothing,D. PEDRO.,Act 4,Scene 1
Much Ado About Nothing,D. PEDRO.,Act 5,Scene 1
Much Ado About Nothing,D. PEDRO.,Act 5,Scene 3
Much Ado About Nothing,D. PEDRO.,Act 5,Scene 4
Much Ado About Nothing,DOG.,Act 3,Scene 3
Much Ado About Nothing,DOG.,Act 3,Scene 5
Much Ado About Nothing,DOG.,Act 4,Scene 2
Much Ado About Nothing,DOG.,Act 5,Scene 1
Much Ado About Nothing,FRIAR.,Act 4,Scene 1
Much Ado About Nothing,FRIAR.,Act 5,Scene 4
Much Ado About Nothing,HERO.,Act 1,Scene 1
Much Ado About Nothing,HERO.,Act 2,Scene 1
Much Ado About Nothing,HERO.,Act 3,Scene 1
Much Ado About Nothing,HERO.,Act 3,Scene 4
Much Ado About Nothing,HERO.,Act 4,Scene 1
Much Ado About Nothing,HERO.,Act 5,Scene 4
Much Ado About Nothing,Kinsman,Act 2,Scene 1
Much Ado About Nothing,LEON.,Act 1,Scene 1
Much Ado About Nothing,LEON.,Act 1,Scene 2
Much Ado About Nothing,LEON.,Act 2,Scene 1
Much Ado About Nothing,LEON.,Act 2,Scene 3
Much Ado About Nothing,LEON.,Act 3,Scene 2
Much Ado About Nothing,LEON.,Act 3,Scene 5
Much Ado About Nothing,LEON.,Act 4,Scene 1
Much Ado About Nothing,LEON.,Act 5,Scene 1
Much Ado About Nothing,LEON.,Act 5,Scene 4
Much Ado About Nothing,MARG.,Act 2,Scene 1
Much Ado About Nothing,MARG.,Act 3,Scene 1
Much Ado About Nothing,MARG.,Act 3,Scene 4
Much Ado About Nothing,MARG.,Act 5,Scene 2
Much Ado About Nothing,MARG.,Act 5,Scene 4
Much Ado About Nothing,MESS.,Act 1,Scene 1
Much Ado About Nothing,MESS.,Act 3,Scene 5
Much Ado About Nothing,MESS.,Act 5,Scene 4
Much Ado About Nothing,Musicians,Act 2,Scene 3
Much Ado About Nothing,SEX.,Act 4,Scene 2
Much Ado About Nothing,SEX.,Act 5,Scene 1
Much Ado About Nothing,URS.,Act 2,Scene 1
Much Ado About Nothing,URS.,Act 3,Scene 1
Much Ado About Nothing,URS.,Act 3,Scene 4
Much Ado About Nothing,URS.,Act 5,Scene 2
Much Ado About Nothing,URS.,Act 5,Scene 4
Much Ado About Nothing,VERG.,Act 3,Scene 3
Much Ado About Nothing,VERG.,Act 3,Scene 5
Much Ado About Nothing,VERG.,Act 4,Scene 2
Much Ado About Nothing,VERG.,Act 5,Scene 1
Much Ado About Nothing,WATCH.,Act 3,Scene 3
Much Ado About Nothing,WATCH.,Act 4,Scene 2
Much Ado About Nothing,WATCH.,Act 5,Scene 1
Othello,1. MESS.,Act 1,Scene 3
Othello,1. SEN.,Act 1,Scene 3
Othello,2. MESS.,Act 2,Scene 1
Othello,2. SEN.,Act 1,Scene 3
Othello,Attendants,Act 1,Scene 2
Othello,Attendants,Act 1,Scene 3
Othello,Attendants,Act 2,Scene 1
Othello,Attendants,Act 2,Scene 3
Othello,Attendants,Act 4,Scene 1
Othello,Attendants,Act 4,Scene 3
Othello,BIAN.,Act 3,Scene 4
Othello,BIAN.,Act 4,Scene 1
Othello,BIAN.,Act 5,Scene 1
Othello,BRA.,Act 1,Scene 1
Othello,BRA.,Act 1,Scene 2
Othello,BRA.,Act 1,Scene 3
Othello,CAS.,Act 1,Scene 2
Othello,CAS.,Act 1,Scene 3
Othello,CAS.,Act 2,Scene 1
Othello,CAS.,Act 2,Scene 3
Othello,CAS.,Act 3,Scene 1
Othello,CAS.,Act 3,Scene 3
Othello,CAS.,Act 3,Scene 4
Othello,CAS.,Act 4,Scene 1
Othello,CAS.,Act 5,Scene 1
Othello,CAS.,Act 5,Scene 2
Othello,CLO.,Act 3,Scene 1
Othello,CLO.,Act 3,Scene 4
Othello,DES.,Act 1,Scene 3
Othello,DES.,Act 2,Scene 1
Othello,DES.,Act 2,Scene 3
Othello,DES.,Act 3,Scene 3
Othello,DES.,Act 3,Scene 4
Othello,DES.,Act 4,Scene 1
Othello,DES.,Act 4,Scene 2
Othello,DES.,Act 4,Scene 3
Othello,DES.,Act 5,Scene 2
Othello,DUKE.,Act 1,Scene 3
Othello,EMIL.,Act 2,Scene 1
Othello,EMIL.,Act 3,Scene 1
Othello,EMIL.,Act 3,Scene 3
Othello,EMIL.,Act 3,Scene 4
Othello,EMIL.,Act 4,Scene 2
Othello,EMIL.,Act 4,Scene 3
Othello,EMIL.,Act 5,Scene 1
Othello,EMIL.,Act 5,Scene 2
Othello,Gentlemen,Act 2,Scene 3
Othello,GENTLEMEN.,Act 2,Scene 1
Othello,GENTLEMEN.,Act 3,Scene 2
Othello,GRA.,Act 5,Scene 1
Othello,GRA.,Act 5,Scene 2
Othello,HER.,Act 2,Scene 2
Othello,IAGO.,Act 1,Scene 1
Othello,IAGO.,Act 1,Scene 2
Othello,IAGO.,Act 1,Scene 3
Othello,IAGO.,Act 2,Scene 1
Othello,IAGO.,Act 2,Scene 3
Othello,IAGO.,Act 3,Scene 1
Othello,IAGO.,Act 3,Scene 2
Othello,IAGO.,Act 3,Scene 3
Othello,IAGO.,Act 3,Scene 4
Othello,IAGO.,Act 4,Scene 1
Othello,IAGO.,Act 4,Scene 2
Othello,IAGO.,Act 5,Scene 1
Othello,IAGO.,Act 5,Scene 2
Othello,LOD.,Act 4,Scene 1
Othello,LOD.,Act 4,Scene 3
Othello,LOD.,Act 5,Scene 1
Othello,LOD.,Act 5,Scene 2
Othello,MON.,Act 2,Scene 1
Othello,MON.,Act 2,Scene 3
Othello,MON.,Act 5,Scene 2
Othello,Musicians,Act 3,Scene 1
Othello,OFF.,Act 1,Scene 2
Othello,OFF.,Act 1,Scene 3
Othello,OTH.,Act 1,Scene 2
Othello,OTH.,Act 1,Scene 3
Othello,OTH.,Act 2,Scene 1
Othello,OTH.,Act 2,Scene 3
Othello,OTH.,Act 3,Scene 2
Othello,OTH.,Act 3,Scene 3
Othello,OTH.,Act 3,Scene 4
Othello,OTH.,Act 4,Scene 1
Othello,OTH.,Act 4,Scene 2
Othello,OTH.,Act 4,Scene 3
Othello,OTH.,Act 5,Scene 1
Othello,OTH.,Act 5,Scene 2
Othello,ROD.,Act 1,Scene 1
Othello,ROD.,Act 1,Scene 2
Othello,ROD.,Act 1,Scene 3
Othello,ROD.,Act 2,Scene 1
Othello,ROD.,Act 2,Scene 3
Othello,ROD.,Act 4,Scene 2
Othello,ROD.,Act 5,Scene 1
Othello,SAIL.,Act 1,Scene 3
Othello,Servants,Act 1,Scene 1
Othello,Servants,Act 2,Scene 3
Pericles,1. CER. SERV.,Act 3,Scene 2
Pericles,1. FISH.,Act 2,Scene 1
Pericles,1. GENT. EPH.,Act 3,Scene 2
Pericles,1. GENT. MYT.,Act 4,Scene 5
Pericles,1. GENT. TYRE.,Act 5,Scene 1
Pericles,1. KNIGHT.,Act 2,Scene 2
Pericles,1. LORD. PENT.,Act 2,Scene 2
Pericles,1. LORD. TYRE.,Act 1,Scene 2
Pericles,1. LORD. TYRE.,Act 2,Scene 4
Pericles,1. PIRATE.,Act 4,Scene 1
Pericles,1. PIRATE.,Act 4,Scene 2
Pericles,1. SAIL.,Act 3,Scene 1
Pericles,1. TYR. MESS.,Act 2,Prologue
Pericles,2. CER. SERV.,Act 3,Scene 2
Pericles,2. FISH.,Act 2,Scene 1
Pericles,2. GENT. EPH.,Act 3,Scene 2
Pericles,2. GENT. MYT.,Act 4,Scene 5
Pericles,2. KNIGHT.,Act 2,Scene 2
Pericles,2. LORD. PENT.,Act 2,Scene 2
Pericles,2. LORD. TYRE.,Act 1,Scene 2
Pericles,2. LORD. TYRE.,Act 2,Scene 4
Pericles,2. PIRATE.,Act 4,Scene 1
Pericles,2. PIRATE.,Act 4,Scene 2
Pericles,2. SAIL.,Act 3,Scene 1
Pericles,2. TYR. MESS.,Act 3,Prologue
Pericles,3. FISH.,Act 2,Scene 1
Pericles,3. KNIGHT.,Act 2,Scene 2
Pericles,3. LORD. PENT.,Act 2,Scene 2
Pericles,3. LORD. TYRE.,Act 2,Scene 4
Pericles,3. PIRATE.,Act 4,Scene 1
Pericles,3. PIRATE.,Act 4,Scene 2
Pericles,4. KNIGHT.,Act 2,Scene 2
Pericles,5. KNIGHT.,Act 2,Scene 2
Pericles,ALL KNIGHTS.,Act 2,Scene 3
Pericles,ANT.,Act 1,Scene 1
Pericles,ANT. MESS.,Act 1,Scene 1
Pericles,Attendants,Act 1,Scene 4
Pericles,Attendants,Act 2,Scene 3
Pericles,Attendants,Act 3,Prologue
Pericles,BAWD.,Act 4,Scene 2
Pericles,BAWD.,Act 4,Scene 6
Pericles,BOULT.,Act 4,Scene 2
Pericles,BOULT.,Act 4,Scene 6
Pericles,CER.,Act 3,Scene 2
Pericles,CER.,Act 3,Scene 4
Pericles,CER.,Act 5,Scene 2
Pericles,CLE.,Act 1,Scene 4
Pericles,CLE.,Act 2,Prologue
Pericles,CLE.,Act 3,Scene 3
Pericles,CLE.,Act 4,Scene 3
Pericles,CLE.,Act 4,Scene 4
Pericles,DAUGH.,Act 1,Scene 1
Pericles,DIA.,Act 5,Scene 1
Pericles,DION.,Act 1,Scene 4
Pericles,DION.,Act 3,Scene 3
Pericles,DION.,Act 4,Scene 1
Pericles,DION.,Act 4,Scene 3
Pericles,DION.,Act 4,Scene 4
Pericles,EPH. SERV.,Act 3,Scene 2
Pericles,ESCA.,Act 1,Scene 3
Pericles,ESCA.,Act 2,Scene 4
Pericles,Followers,Act 1,Scene 1
Pericles,Gentlemen,Act 5,Scene 1
Pericles,GOW.,0,Epilogue
Pericles,GOW.,Act 1,Prologue
Pericles,GOW.,Act 2,Prologue
Pericles,GOW.,Act 3,Prologue
Pericles,GOW.,Act 4,Prologue
Pericles,GOW.,Act 4,Scene 4
Pericles,GOW.,Act 5,Prologue
Pericles,GOW.,Act 5,Scene 2
Pericles,HEL.,Act 1,Scene 2
Pericles,HEL.,Act 1,Scene 3
Pericles,HEL.,Act 2,Scene 4
Pericles,HEL.,Act 5,Scene 1
Pericles,HEL.,Act 5,Scene 3
Pericles,Knights,Act 2,Scene 5
Pericles,Ladies,Act 2,Scene 3
Pericles,LEON.,Act 4,Scene 1
Pericles,LORD. TAR.,Act 1,Scene 4
Pericles,Lords,Act 1,Scene 4
Pericles,Lords,Act 2,Scene 3
Pericles,Lords,Act 3,Prologue
Pericles,Lords,Act 5,Scene 1
Pericles,Lords of Tyre,Act 1,Scene 3
Pericles,LYC.,Act 3,Prologue
Pericles,LYC.,Act 3,Scene 1
Pericles,LYC.,Act 3,Scene 3
Pericles,LYS.,Act 4,Scene 6
Pericles,LYS.,Act 5,Scene 1
Pericles,LYS.,Act 5,Scene 3
Pericles,MAN.,Act 3,Scene 2
Pericles,MAR.,Act 4,Scene 1
Pericles,MAR.,Act 4,Scene 2
Pericles,MAR.,Act 4,Scene 6
Pericles,MAR.,Act 5,Scene 1
Pericles,MAR.,Act 5,Scene 3
Pericles,MAR. LADY,Act 5,Scene 1
Pericles,MAR. LADY,Act 5,Scene 3
Pericles,MARSHAL.,Act 2,Scene 3
Pericles,MYT. SAIL.,Act 5,Scene 1
Pericles,Pages,Act 2,Scene 2
Pericles,PAND.,Act 4,Scene 2
Pericles,PAND.,Act 4,Scene 6
Pericles,PER.,Act 1,Scene 1
Pericles,PER.,Act 1,Scene 2
Pericles,PER.,Act 1,Scene 4
Pericles,PER.,Act 2,Prologue
Pericles,PER.,Act 2,Scene 1
Pericles,PER.,Act 2,Scene 5
Pericles,PER.,Act 3,Prologue
Pericles,PER.,Act 3,Scene 1
Pericles,PER.,Act 3,Scene 3
Pericles,PER.,Act 4,Scene 4
Pericles,PER.,Act 5,Scene 1
Pericles,PER.,Act 5,Scene 3
Pericles,PHIL.,Act 3,Scene 2
Pericles,SIM.,Act 2,Scene 2
Pericles,SIM.,Act 2,Scene 3
Pericles,SIM.,Act 2,Scene 5
Pericles,SIM.,Act 3,Prologue
Pericles,THAI.,Act 2,Scene 2
Pericles,THAI.,Act 2,Scene 3
Pericles,THAI.,Act 2,Scene 5
Pericles,THAI.,Act 3,Prologue
Pericles,THAI.,Act 3,Scene 2
Pericles,THAI.,Act 3,Scene 4
Pericles,THAI.,Act 5,Scene 2
Pericles,THAL.,Act 1,Scene 1
Pericles,THAL.,Act 1,Scene 3
Pericles,TYR. SAIL.,Act 5,Scene 1
Pericles,VIRGINS,Act 5,Scene 2
Richard III,1. CIT.,Act 2,Scene 3
Richard III,1. CIT.,Act 3,Scene 7
Richard III,1. LORD. RICH.,Act 5,Scene 3
Richard III,1. LORD. RICH.,Act 5,Scene 5
Richard III,1. MESS.,Act 4,Scene 4
Richard III,2. CIT.,Act 2,Scene 3
Richard III,2. CIT.,Act 3,Scene 7
Richard III,2. LORD. RICH.,Act 5,Scene 3
Richard III,2. LORD. RICH.,Act 5,Scene 5
Richard III,2. MESS.,Act 4,Scene 4
Richard III,3. CIT.,Act 2,Scene 3
Richard III,3. CIT.,Act 3,Scene 7
Richard III,3. MESS.,Act 4,Scene 4
Richard III,4. MESS.,Act 4,Scene 4
Richard III,5. MESS.,Act 5,Scene 3
Richard III,Aldermen,Act 3,Scene 7
Richard III,ANNE.,Act 1,Scene 2
Richard III,ANNE.,Act 4,Scene 1
Richard III,ARCH.,Act 2,Scene 4
Richard III,Attendants,Act 5,Scene 3
Richard III,BERK.,Act 1,Scene 2
Richard III,BLUNT.,Act 5,Scene 2
Richard III,BLUNT.,Act 5,Scene 3
Richard III,BOTH. 1. MUR. AND 2. MUR.,Act 1,Scene 3
Richard III,BOTH. 1. MUR. AND 2. MUR.,Act 1,Scene 4
Richard III,BRAK.,Act 1,Scene 1
Richard III,BRAK.,Act 1,Scene 4
Richard III,BRAK.,Act 4,Scene 1
Richard III,BRAND.,Act 5,Scene 3
Richard III,BUCK.,Act 1,Scene 3
Richard III,BUCK.,Act 2,Scene 1
Richard III,BUCK.,Act 2,Scene 2
Richard III,BUCK.,Act 3,Scene 1
Richard III,BUCK.,Act 3,Scene 2
Richard III,BUCK.,Act 3,Scene 4
Richard III,BUCK.,Act 3,Scene 5
Richard III,BUCK.,Act 3,Scene 7
Richard III,BUCK.,Act 4,Scene 2
Richard III,BUCK.,Act 5,Scene 1
Richard III,CARD.,Act 3,Scene 1
Richard III,CATE.,Act 1,Scene 3
Richard III,CATE.,Act 2,Scene 1
Richard III,CATE.,Act 3,Scene 1
Richard III,CATE.,Act 3,Scene 2
Richard III,CATE.,Act 3,Scene 5
Richard III,CATE.,Act 3,Scene 7
Richard III,CATE.,Act 4,Scene 2
Richard III,CATE.,Act 4,Scene 4
Richard III,CATE.,Act 5,Scene 3
Richard III,CATE.,Act 5,Scene 4
Richard III,CHRIS.,Act 3,Scene 2
Richard III,CHRIS.,Act 4,Scene 5
Richard III,CLAR.,Act 1,Scene 1
Richard III,CLAR.,Act 1,Scene 4
Richard III,DOR.,Act 1,Scene 3
Richard III,DOR.,Act 2,Scene 1
